ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,Uniprot
11103,KRR1,29,Q13601
11128,POLR3A,34,O14802
11163,NUDT4,14,A0A024RBG1
11168,PSIP1,25,O75475
11276,SYNRG,7,Q9UMZ2
11284,PNKP,6,Q96T60
22894,DIS3,24,Q9Y2L1
22916,NCBP2,20,P52298
23012,STK38L,27,Q9Y2H1
23016,EXOSC7,15,Q15024
23038,WDTC1,1,Q8N5D0
23047,PDS5B,23,Q9NTI5
23070,FTSJD2,19,Q8N1G2
23077,MYCBP2,34,O75592
23092,ARHGAP26,19,Q9UNA1
23095,KIF1B,3,O60333
23135,KDM6B,3,O15054
23140,ZZEF1,36,O43149
23214,XPO6,19,Q96QU8
23262,PPIP5K2,6,O43314
23339,VPS39,5,Q96JC1
23347,SMCHD1,31,A6NHR9
23412,COMMD3,25,Q9UBI1
23515,MORC3,16,Q14149
23660,ZKSCAN5,1,Q9Y2L8
25839,COG4,24,Q9H9E3
25852,ARMC8,25,Q8IUR7
25862,USP49,1,Q70CQ1
25939,SAMHD1,23,Q9Y3Z3
26003,GORASP2,21,Q9H8Y8
26046,LTN1,25,O94822
26173,INTS1,3,Q8N201
26270,FBXO6,22,Q9NRD1
26499,PLEK2,26,Q9NYT0
27072,VPS41,25,P49754
27229,TUBGCP4,1,Q9UGJ1
27292,DIMT1,20,Q9UNQ2
27350,APOBEC3C,16,Q9NRW3
28989,NTMT1,34,Q9BV86
29087,THYN1,15,Q9P016
29128,UHRF1,22,Q96T88
29883,CNOT7,17,Q9UIV1
30835,CD209,7,Q9NNX6
30849,PIK3R4,33,Q99570
50852,TRAT1,28,Q6PIZ9
51010,EXOSC3,22,Q9NQT5
51112,TRAPPC12,4,Q8WVT3
51324,SPG21,24,Q9NZD8
51340,CRNKL1,18,Q9BZJ0
51434,ANAPC7,26,Q9UJX3
51497,TH1L,14,Q8IXH7
51504,TRMT112,30,Q9UI30
51574,LARP7,19,Q4G0J3
51603,METTL13,18,Q8N6R0
51608,GET4,27,Q7L5D6
51692,CPSF3,23,Q9UKF6
54512,EXOSC4,30,Q9NPD3
54518,APBB1IP,29,Q7Z5R6
54520,CCDC93,6,Q567U6
54584,GNB1L,18,Q9BYB4
54623,PAF1,26,Q8N7H5
54829,ASPN,1,Q9BXN1
54850,FBXL12,21,Q9NXK8
54881,TEX10,33,Q9NXF1
54890,ALKBH5,25,Q6P6C2
54892,NCAPG2,1,Q86XI2
54973,CPSF3L,1,Q5TA45
55100,WDR70,2,Q9NW82
55110,MAGOHB,31,Q96A72
55193,PBRM1,4,Q86U86
55201,MAP1S,24,Q66K74
55234,SMU1,28,Q2TAY7
55250,ELP2,17,Q6IA86
55258,THNSL2,25,Q86YJ6
55272,IMP3,27,Q9NV31
55324,ABCF3,36,Q9NUQ8
55505,NOP10,14,Q9NPE3
55571,C2orf29,26,Q9UKZ1
55601,DDX60,29,Q8IY21
55622,TTC27,21,Q6P3X3
55696,RBM22,1,Q9NW64
55720,TSR1,23,Q2NL82
55768,NGLY1,16,Q96IV0
55823,VPS11,20,Q9H270
55843,ARHGAP15,31,Q53QZ3
55844,PPP2R2D,13,Q66LE6
55906,ZC4H2,1,Q9NQZ6
55929,DMAP1,2,Q9NPF5
56160,NDNL2,1,Q96MG7
56254,RNF20,25,Q5VTR2
56893,UBQLN4,1,Q9NRR5
56897,WRNIP1,1,Q96S55
56915,EXOSC5,20,Q9NQT4
56931,DUS3L,17,Q96G46
56949,XAB2,25,Q9HCS7
57205,ATP10D,2,Q9P241
57407,NMRAL1,20,Q9HBL8
57461,ISY1,1,Q9ULR0
57504,MTA3,2,Q9BTC8
57511,COG6,19,Q9Y2V7
57521,RPTOR,7,Q8N122
57590,WDFY1,21,Q8IWB7
57610,RANBP10,29,Q6VN20
57819,LSM2,23,Q9Y333
58528,RRAGD,1,Q9NQL2
59307,SIGIRR,30,Q6IA17
60684,TRAPPC11,23,Q7Z392
63916,ELMO2,25,Q96JJ3
63922,CHTF18,5,Q8WVB6
63935,PCIF1,2,Q9H4Z3
64149,C17orf75,19,Q9HAS0
64151,NCAPG,35,Q9BPX3
64223,MLST8,2,Q9BVC4
64328,XPO4,11,Q9C0E2
64333,ARHGAP9,2,Q9BRR9
64761,PARP12,23,Q9H0J9
64900,LPIN3,1,Q9BQK8
79009,DDX50,20,Q9BQ39
79029,SPATA5L1,15,Q9BVQ7
79066,METTL16,1,Q86W50
79228,THOC6,24,Q86W42
79631,EFTUD1,32,Q7Z2Z2
79707,NOL9,4,Q5SY16
79718,TBL1XR1,17,Q9BZK7
79803,HPS6,1,Q86YV9
79861,TUBAL3,40,A6NHL2
79869,CPSF7,30,Q8N684
80006,C5orf44,1,A5PLN9
80025,PANK2,1,Q9BZ23
80124,VCPIP1,3,Q96JH7
80145,THOC7,19,Q6I9Y2
80185,TTI2,4,Q6NXR4
80232,WDR26,20,Q9H7D7
81532,MOB2,1,Q70IA6
81627,TRMT1L,22,Q7Z2T5
81887,LAS1L,8,Q9Y4W2
81890,QTRT1,17,Q9BXR0
81929,SEH1L,23,Q96EE3
83548,COG3,24,Q96JB2
84309,NUDT16L1,26,Q9BRJ7
84443,FRMPD3,4,Q5JV73
84656,GLYR1,14,Q49A26
84747,UNC119B,18,A6NIH7
89910,UBE3B,10,Q7Z3V4
91526,ANKRD44,22,Q8N8A2
91607,SLFN11,1,Q7Z7L1
91754,NEK9,30,Q8TD19
91828,EXOC3L4,1,Q17RC7
91949,COG7,19,P83436
93436,ARMC6,34,Q6NXE6
114784,CSMD2,1,Q7Z408
115708,TRMT61A,16,Q96FX7
121441,NEDD1,23,Q8NHV4
122706,PSMB11,1,A5LHX3
123283,TARSL2,11,A2RTX5
124540,MSI2,22,Q96DH6
129607,CMPK2,1,Q5EBM0
134549,SHROOM1,1,Q2M3G4
134728,IRAK1BP1,1,Q5VVH5
142940,TRUB1,1,Q8WWH5
146206,RLTPR,18,Q6F5E8
155038,GIMAP8,2,Q8ND71
162394,SLFN5,20,Q08AF3
166378,SPATA5,20,Q8NB90
200933,FBXO45,9,P0C2W1
201161,CENPV,1,Q7Z7K6
201292,TRIM65,3,Q6PJ69
219285,SAMD9L,20,Q8IVG5
221443,C6orf130,14,Q9Y530
221472,FGD2,5,Q7Z6J4
221927,BRAT1,24,Q6PJG6
256364,EML3,30,Q32P44
283742,FAM98B,23,Q52LJ0
285636,C5orf51,14,A6NDU8
374786,EFCAB5,27,A4FU69
414328,IDNK,1,Q5T6J7
100534599,ISY1-RAB43,1,Q9ULR0
215,ABCD1,23,P33897
463,ZFHX3,2,Q15911
622,BDH1,21,Q02338
646,BNC1,1,Q01954
657,BMPR1A,4,P36894
675,BRCA2,9,P51587
688,KLF5,13,Q13887
701,BUB1B,3,O60566
775,CACNA1C,3,Q13936
778,CACNA1F,2,O60840
835,CASP2,9,P42575
860,RUNX2,1,Q13950
862,RUNX1T1,2,Q06455
1039,CDR2,1,Q01850
1063,CENPF,27,P49454
1105,CHD1,21,O14646
1119,CHKA,24,P35790
1122,CHML,1,P26374
1128,CHRM1,2,P11229
1129,CHRM2,1,P08172
1130,LYST,6,Q99698
1308,COL17A1,12,Q9UMD9
1539,CYLC2,1,Q14093
1616,DAXX,1,Q9UER7
1641,DCX,4,O43602
1740,DLG2,10,Q15700
1756,DMD,32,P11532
1760,DMPK,1,Q09013
1806,DPYD,8,Q12882
1906,EDN1,1,P05305
1909,EDNRA,1,P25101
1955,MEGF9,18,Q9H1U4
2033,EP300,2,Q09472
2072,ERCC4,2,Q92889
2073,ERCC5,2,P28715
2099,ESR1,1,P03372
2146,EZH2,1,Q15910
2177,FANCD2,1,Q9BXW9
2187,FANCB,1,Q8NB91
2256,FGF11,1,Q92914
2258,FGF13,1,Q92913
2307,FOXS1,2,O43638
2324,FLT4,18,P35916
2558,GABRA5,1,P31644
2563,GABRD,1,O14764
2669,GEM,1,P55040
2677,GGCX,21,P38435
2803,GOLGA4,24,Q13439
2842,GPR19,1,Q15760
2868,GRK4,3,P32298
2901,GRIK5,3,Q16478
2975,GTF3C1,2,Q12789
3161,HMMR,3,O75330
3396,ICT1,19,Q14197
3587,IL10RA,1,Q13651
3640,INSL3,1,P51460
3642,INSM1,2,Q01101
3654,IRAK1,22,P51617
3679,ITGA7,27,Q13683
3762,KCNJ5,1,P48544
3832,KIF11,28,P52732
4037,LRP3,1,O75074
4168,MCF2,1,P10911
4293,MAP3K9,1,P80192
4308,TRPM1,3,Q7Z4N2
4485,MST1,2,P26927
4495,MT1G,7,P13640
4591,TRIM37,1,O94972
4745,NELL1,5,Q92832
4750,NEK1,1,Q96PY6
4760,NEUROD1,1,Q13562
4794,NFKBIE,5,O00221
4810,NHS,7,Q6T4R5
4820,NKTR,1,P30414
4856,NOV,23,P48745
4867,NPHP1,1,O15259
4948,OCA2,26,Q04671
4957,ODF2,3,Q5BJF6
5001,ORC5,2,O43913
5016,OVGP1,1,Q12889
5125,PCSK5,15,Q92824
5146,PDE6C,12,P51160
5165,PDK3,19,Q15120
5173,PDYN,3,P01213
5178,PEG3,1,Q9GZU2
5189,PEX1,5,O43933
5283,PIGH,1,Q14442
5292,PIM1,1,P11309
5330,PLCB2,5,Q00722
5408,PNLIPRP2,1,P54317
5428,POLG,1,P54098
5459,POU4F3,1,Q15319
5533,PPP3CC,8,P48454
5728,PTEN,2,P60484
5764,PTN,27,P21246
5816,PVALB,17,P20472
5925,RB1,19,P06400
5926,ARID4A,6,P29374
5927,KDM5A,3,P29375
5930,RBBP6,2,Q7Z6E9
5980,REV3L,4,O60673
6041,RNASEL,3,Q05823
6095,RORA,1,P35398
6236,RRAD,18,P55042
6294,SAFB,4,Q15424
6328,SCN3A,1,Q9NY46
6359,CCL15,3,Q16663
6433,SFSWAP,1,Q12872
6474,SHOX2,8,O60902
6489,ST8SIA1,1,Q92185
6494,SIPA1,23,Q96FS4
6497,SKI,1,P12755
6531,SLC6A3,2,Q01959
6574,SLC20A1,32,Q8WUM9
6596,HLTF,2,Q14527
6619,SNAPC3,1,Q92966
6650,SOLH,1,O75808
6658,SOX3,5,P41225
6672,SP100,8,P23497
6720,SREBF1,6,P36956
6744,SSFA2,3,P28290
6792,CDKL5,1,O76039
6924,TCEB3,1,Q14241
6942,TCF20,2,Q9UGU0
7074,TIAM1,4,Q13009
7095,SEC62,5,Q99442
7156,TOP3A,22,Q13472
7188,TRAF5,1,O00463
7220,TRPC1,7,P48995
7249,TSC2,11,P49815
7265,TTC1,28,Q99614
7272,TTK,18,P33981
7399,USH2A,4,O75445
7468,WHSC1,5,O96028
7480,WNT10B,4,O00744
7481,WNT11,1,O96014
7486,WRN,4,Q14191
7508,XPC,1,Q01831
7515,XRCC1,1,P18887
7549,ZNF2,1,Q9BSG1
7569,ZNF182,1,P17025
7638,ZNF221,1,Q9UK13
7675,ZNF121,1,P58317
7692,ZNF133,1,P52736
7702,ZNF143,2,P52747
7709,ZBTB17,1,Q13105
7750,ZMYM2,4,Q9UBW7
7755,ZNF205,1,O95201
7764,ZNF217,2,O75362
7773,ZNF230,1,Q9UIE0
7862,BRPF1,4,P55201
8021,NUP214,23,P35658
8038,ADAM12,26,O43184
8148,TAF15,25,Q92804
8165,AKAP1,16,Q92667
8178,ELL,2,P55199
8241,RBM10,2,P98175
8242,KDM5C,1,P41229
8315,BRAP,2,Q7Z569
8369,HIST1H4G,3,Q99525
8462,KLF11,1,O14901
8471,IRS4,1,O14654
8602,NOP14,1,P78316
8630,HSD17B6,1,O14756
8633,UNC5C,1,O95185
8658,TNKS,1,O95271
8660,IRS2,31,Q9Y4H2
8731,RNMT,20,O43148
8737,RIPK1,2,Q13546
8798,DYRK4,1,Q9NR20
8805,TRIM24,3,O15164
8822,FGF17,1,O60258
8852,AKAP4,4,Q5JQC9
8861,LDB1,4,Q86U70
8863,PER3,5,P56645
8886,DDX18,30,Q9NVP1
8888,MCM3AP,1,O60318
9025,RNF8,1,O76064
9085,CDY1,1,Q9Y6F8
9120,SLC16A6,23,O15403
9129,PRPF3,27,O43395
9134,CCNE2,2,O96020
9139,CBFA2T2,1,O43439
9150,CTDP1,2,Q9Y5B0
9162,DGKI,7,O75912
9170,LPAR2,19,Q9HBW0
9189,ZBED1,1,O96006
9201,DCLK1,21,O15075
9202,ZMYM4,4,Q5VZL5
9203,ZMYM3,3,Q14202
9210,BMP15,3,O95972
9221,NOLC1,26,Q14978
9229,DLGAP1,1,O14490
9231,DLG5,4,Q8TDM6
9238,TBRG4,31,Q969Z0
9271,PIWIL1,2,Q96J94
9282,MED14,1,O60244
9295,SRSF11,22,Q05519
9324,HMGN3,1,Q15651
9360,PPIG,4,Q13427
9379,NRXN2,3,P58401
9381,OTOF,20,Q9HC10
9389,SLC22A14,1,Q9Y267
9406,ZRANB2,2,O95218
9420,CYP7B1,1,O75881
9425,CDYL,1,Q9Y232
9509,ADAMTS2,21,O95450
9611,NCOR1,3,O75376
9640,ZNF592,1,Q92610
9644,SH3PXD2A,1,Q5TCZ1
9656,MDC1,20,Q14676
9699,RIMS2,2,Q9UQ26
9705,ST18,1,O60284
9715,FAM131B,1,Q86XD5
9719,ADAMTSL2,2,Q86TH1
9734,HDAC9,1,Q9UKV0
9738,CCP110,1,O43303
9739,SETD1A,3,O15047
9745,ZNF536,4,O15090
9749,PHACTR2,1,O75167
9752,PCDHA9,1,Q9Y5H5
9754,STARD8,1,Q92502
9758,FRMPD4,2,Q14CM0
9765,ZFYVE16,22,Q7Z3T8
9771,RAPGEF5,2,Q92565
9783,RIMS3,1,Q9UJD0
9790,BMS1,2,Q14692
9823,ARMCX2,2,Q7L311
9849,ZNF518A,1,Q6AHZ1
9881,TRANK1,2,O15050
9889,ZBED4,1,O75132
9904,RBM19,4,Q9Y4C8
9969,MED13,10,Q9UHV7
10102,TSFM,15,P43897
10250,SRRM1,27,Q8IYB3
10290,SPEG,3,Q15772
10296,MAEA,26,Q7L5Y9
10308,ZNF267,1,Q14586
10345,TRDN,1,Q13061
10350,ABCA9,1,Q8IUA7
10388,SYCP2,1,Q9BX26
10395,DLC1,3,Q96QB1
10412,NSA2,1,O95478
10464,PIBF1,1,Q8WXW3
10566,AKAP3,2,O75969
10580,SORBS1,22,Q9BX66
10586,MAB21L2,1,Q9Y586
10600,USP16,2,Q9Y5T5
10615,SPAG5,4,Q96R06
10665,C6orf10,24,Q5SRN2
10733,PLK4,1,O00444
10743,RAI1,3,Q7Z5J4
10744,PTTG2,1,Q9NZH5
10782,ZNF274,1,Q96GC6
10793,ZNF273,1,Q14593
10806,SDCCAG8,1,Q86SQ7
10858,CYP46A1,3,Q9Y6A2
10868,USP20,1,Q9Y2K6
10869,USP19,23,O94966
10903,MTMR11,2,A4FU01
10921,RNPS1,32,Q15287
10926,DBF4,2,Q9UBU7
11000,SLC27A3,30,Q5K4L6
11011,TLK2,6,Q86UE8
11017,SNRNP27,1,Q8WVK2
11083,DIDO1,2,Q9BTC0
11086,ADAM29,1,Q9UKF5
11096,ADAMTS5,2,Q9UNA0
11122,PTPRT,2,O14522
11138,TBC1D8,5,O95759
11320,MGAT4A,2,Q9UM21
22828,SCAF8,2,Q9UPN6
22834,ZNF652,2,Q9Y2D9
22850,ADNP2,1,Q6IQ32
22909,FAN1,2,Q9Y2M0
22950,SLC4A1AP,19,Q9BWU0
22984,PDCD11,3,Q14690
22989,MYH15,3,Q9Y2K3
22993,HMGXB3,1,Q12766
22998,LIMCH1,2,Q9UPQ0
23005,MAPKBP1,16,O60336
23008,KLHDC10,5,Q6PID8
23025,UNC13A,3,Q9UPW8
23059,CLUAP1,2,Q96AJ1
23063,WAPAL,2,Q7Z5K2
23064,SETX,26,Q7Z333
23081,KDM4C,3,Q9H3R0
23082,PPRC1,5,Q5VV67
23085,ERC1,18,Q8IUD2
23090,ZNF423,3,Q2M1K9
23091,ZC3H13,4,Q5T200
23137,SMC5,4,Q8IY18
23139,MAST2,5,Q6P0Q8
23143,LRCH1,25,Q9Y2L9
23144,ZC3H3,3,Q8IXZ2
23158,TBC1D9,2,Q6ZT07
23161,SNX13,1,Q9Y5W8
23186,RCOR1,27,Q9UKL0
23213,SULF1,24,Q8IWU6
23223,RRP12,27,Q5JTH9
23237,ARC,2,Q7LC44
23240,KIAA0922,5,A2VDJ0
23241,PACS2,5,Q86VP3
23253,ANKRD12,25,Q6UB98
23258,DENND5A,1,Q6IQ26
23269,MGA,5,Q8IWI9
23272,FAM208A,3,Q9UK61
23286,WWC1,1,Q8IX03
23288,IQCE,1,Q6IPM2
23304,UBR2,26,Q8IWV8
23309,SIN3B,1,O75182
23312,DMXL2,3,Q8TDJ6
23331,TTC28,6,Q96AY4
23336,SYNM,1,O15061
23367,LARP1,23,Q6PKG0
23395,LARS2,4,Q15031
23424,TDRD7,1,Q8NHU6
23429,RYBP,1,Q8N488
23481,PES1,28,O00541
23500,DAAM2,15,Q86T65
23533,PIK3R5,1,Q8WYR1
23598,PATZ1,1,Q9HBE1
23619,ZIM2,2,Q9NZV7
23764,MAFF,18,Q9ULX9
23774,BRD1,3,O95696
25780,RASGRP3,2,Q8IV61
25888,ZNF473,1,Q8WTR7
25914,RTTN,7,Q86VV8
25925,ZNF521,1,Q96K83
25975,EGFL6,3,Q8IUX8
26032,SUSD5,2,O60279
26034,IPCEF1,1,Q8WWN9
26037,SIPA1L1,2,O43166
26045,LRRTM2,4,O43300
26053,AUTS2,1,Q8WXX7
26059,ERC2,1,O15083
26084,ARHGEF26,1,Q96DR7
26115,TANC2,7,Q9HCD6
26119,LDLRAP1,24,Q5SW96
26154,ABCA12,1,Q86UK0
26155,NOC2L,19,Q9Y3T9
26271,FBXO5,2,Q9UKT4
26574,AATF,22,Q9NY61
27085,MTBP,1,Q96DY7
27128,CYTH4,3,Q9UIA0
27145,FILIP1,5,Q7Z7B0
27146,FAM184B,2,Q9ULE4
27165,GLS2,2,Q9UI32
27309,ZNF330,1,Q9Y3S2
27332,ZNF638,3,Q14966
29063,ZCCHC4,1,Q9H5U6
29072,SETD2,7,Q9BYW2
29123,ANKRD11,4,Q6UB99
29850,TRPM5,2,Q9NZQ8
29882,ANAPC2,27,Q9UJX6
29889,GNL2,1,Q13823
29903,CCDC106,1,Q9BWC9
29940,DSE,1,Q9UL01
29951,PDZRN4,1,Q6ZMN7
29980,DONSON,1,Q9NYP3
49855,SCAPER,2,Q9BY12
50859,SPOCK3,4,Q9BQ16
50939,IMPG2,1,Q9BZV3
50940,PDE11A,2,Q9HCR9
51062,ATL1,25,Q8WXF7
51111,SUV420H1,1,Q4FZB7
51205,ACP6,2,Q9NPH0
51224,TCEB3B,1,Q8IYF1
51230,PHF20,3,Q9BVI0
51284,TLR7,1,Q9NYK1
51304,ZDHHC3,2,Q9NYG2
51315,KRCC1,1,Q9NPI7
51332,SPTBN5,5,Q9NRC6
51335,NGRN,2,Q9NPE2
51428,DDX41,1,Q9UJV9
51533,PHF7,2,Q9BWX1
51585,PCF11,4,O94913
51755,CDK12,3,Q9NYV4
51773,RSF1,22,Q96T23
51780,KDM3B,3,Q7LBC6
53349,ZFYVE1,1,Q9HBF4
53820,DSCR6,1,P57055
54206,ERRFI1,4,Q9UJM3
54413,NLGN3,1,Q9NZ94
54434,SSH1,2,Q8WYL5
54443,ANLN,41,Q9NQW6
54454,ATAD2B,2,Q9ULI0
54482,TRMT13,1,Q9NUP7
54540,FAM193B,4,Q96PV7
54567,DLL4,1,Q9NR61
54596,L1TD1,1,Q5T7N2
54617,INO80,2,Q9ULG1
54677,CROT,1,Q9UKG9
54681,P4HTM,1,Q9NXG6
54762,GRAMD1C,1,Q8IYS0
54777,TTC40,1,Q8IYW2
54805,CNNM2,7,Q9H8M5
54823,SWT1,1,Q5T5J6
54840,APTX,1,Q7Z2E3
54856,GON4L,3,Q3T8J9
54877,ZCCHC2,3,Q9C0B9
54880,BCOR,2,Q6W2J9
54984,PINX1,3,Q96BK5
55035,NOL8,1,Q76FK4
55036,CCDC40,1,Q4G0X9
55066,PDPR,8,Q8NCN5
55094,GPATCH1,1,Q9BRR8
55105,GPATCH2,3,Q9NW75
55112,WDR60,1,Q8WVS4
55128,TRIM68,1,Q6AZZ1
55131,RBM28,26,Q9NW13
55133,SRBD1,4,Q8N5C6
55178,RNMTL1,1,Q9HC36
55181,SMG8,21,Q8ND04
55206,SBNO1,22,A3KN83
55208,DCUN1D2,1,Q6PH85
55274,PHF10,28,Q8WUB8
55278,QRSL1,1,Q9H0R6
55297,CCDC91,1,Q7Z6B0
55304,SPTLC3,1,Q9NUV7
55329,MNS1,4,Q8NEH6
55353,LAPTM4B,32,Q86VI4
55357,TBC1D2,27,Q9BYX2
55515,ASIC4,19,Q96FT7
55520,ELAC1,1,Q9H777
55565,ZNF821,1,O75541
55567,DNAH3,4,Q8TD57
55589,BMP2K,33,Q9NSY1
55613,MTMR8,18,Q96EF0
55627,SMPD4,16,Q9NXE4
55628,ZNF407,28,Q9C0G0
55661,DDX27,20,Q96GQ7
55665,URGCP,3,Q8TCY9
55669,MFN1,17,Q8IWA4
55699,IARS2,31,Q9NSE4
55701,ARHGEF40,28,Q8TER5
55713,ZNF334,1,Q9HCZ1
55721,IQCC,1,Q4KMZ1
55786,ZNF415,1,Q09FC8
55790,CSGALNACT1,1,Q8TDX6
55791,LRIF1,1,Q5T3J3
55814,BDP1,6,A6H8Y1
55904,MLL5,1,Q8IZD2
55975,KLHL7,1,Q8IXQ5
56165,TDRD1,5,Q9BXT4
56252,YLPM1,3,P49750
56261,GPCPD1,1,Q9NPB8
56311,ANKRD7,1,Q92527
56478,EIF4ENIF1,1,Q9NRA8
56479,KCNQ5,3,Q9NR82
56647,BCCIP,36,Q9P287
56776,FMN2,2,Q9NZ56
56850,GRIPAP1,15,Q4V328
56916,SMARCAD1,17,Q9H4L7
56927,GPR108,1,Q9NPR9
56955,MEPE,1,Q9NQ76
56965,PARP6,2,Q2NL67
56979,PRDM9,2,Q9NQV7
56980,PRDM10,1,Q9NQV6
57035,C1orf63,1,Q9BUV0
57092,PCNP,18,Q8WW12
57117,INTS12,1,Q96CB8
57158,JPH2,1,Q9BR39
57231,SNX14,1,Q9Y5W7
57325,CSRP2BP,1,Q9H8E8
57338,JPH3,1,Q8WXH2
57455,REXO1,4,Q8N1G1
57473,ZNF512B,6,Q96KM6
57478,USP31,4,Q70CQ4
57479,PRR12,17,Q9ULL5
57512,GPR158,3,Q5T848
57523,NYNRIN,2,Q9P2P1
57545,CC2D2A,1,Q9P2K1
57547,ZNF624,6,Q9P2J8
57553,MICAL3,31,Q7RTP6
57563,KLHL8,1,Q9P2G9
57567,ZNF319,1,Q9P2F9
57568,SIPA1L2,1,Q9P2F8
57569,ARHGAP20,1,Q9P2F6
57570,TRMT5,1,Q32P41
57571,CARNS1,5,A5YM72
57578,UNC79,1,Q9P2D8
57579,FAM135A,2,Q9P2D6
57584,ARHGAP21,8,Q5T5U3
57605,PITPNM2,2,Q9BZ72
57606,SLAIN2,2,Q9P270
57608,KIAA1462,1,Q9P266
57616,TSHZ3,5,Q63HK5
57623,ZFAT,1,Q9P243
57634,EP400,4,Q96L91
57639,CCDC146,2,Q8IYE0
58491,ZNF71,1,Q9NQZ8
58517,RBM25,22,P49756
59269,HIVEP3,4,Q5T1R4
59343,SENP2,1,Q9HC62
60468,BACH2,1,Q9BYV9
60494,CCDC81,1,Q6ZN84
60528,ELAC2,20,Q9BQ52
63892,THADA,24,Q6YHU6
64062,RBM26,22,Q5T8P6
64084,CLSTN2,21,Q9H4D0
64131,XYLT1,1,Q86Y38
64410,KLHL25,1,Q9H0H3
64425,POLR1E,1,Q9GZS1
64427,TTC31,2,Q49AM3
64651,CSRNP1,3,Q96S65
64718,UNKL,1,Q9H9P5
64748,LPPR2,1,Q96GM1
64750,SMURF2,5,Q9HAU4
64786,TBC1D15,8,Q8TC07
64800,EFCAB6,2,Q5THR3
64848,YTHDC2,26,Q9H6S0
64860,ARMCX5,1,Q6P1M9
65009,NDRG4,21,Q9ULP0
65057,ACD,3,Q96AP0
65110,UPF3A,1,Q9H1J1
65122,PRAMEF2,1,O60811
65125,WNK1,16,Q9H4A3
65244,SPATS2,1,Q86XZ4
65251,ZNF649,1,Q9BS31
65267,WNK3,1,Q9BYP7
65268,WNK2,3,Q9Y3S1
65977,PLEKHA3,1,Q9HB20
65988,ZNF747,1,Q9BV97
79048,SECISBP2,2,Q96T21
79080,CCDC86,1,Q9H6F5
79088,ZNF426,1,Q9BUY5
79109,MAPKAP1,21,Q9BPZ7
79142,PHF23,2,Q9BUL5
79149,ZSCAN5A,1,Q9BUG6
79155,TNIP2,1,Q8NFZ5
79613,TMCO7,1,Q9C0B7
79628,SH3TC2,1,Q8TF17
79635,CCDC121,2,Q6ZUS5
79656,BEND5,2,Q7L4P6
79658,ARHGAP10,5,A1A4S6
79673,ZNF329,1,Q86UD4
79677,SMC6,1,Q96SB8
79710,MORC4,4,Q8TE76
79747,ADGB,1,Q8N7X0
79750,ZNF385D,1,Q9H6B1
79755,ZNF750,2,Q32MQ0
79776,ZFHX4,4,Q86UP3
79810,PTCD2,1,Q8WV60
79813,EHMT1,2,Q9H9B1
79871,RPAP2,2,Q8IXW5
79891,ZNF671,2,Q8TAW3
79915,ATAD5,2,Q96QE3
79918,SETD6,1,Q8TBK2
79998,ANKRD53,1,Q8N9V6
80014,WWC2,4,Q6AWC2
80021,TMEM62,1,Q0P6H9
80045,GPR157,1,Q5UAW9
80114,BICC1,1,Q9H694
80206,FHOD3,6,Q2V2M9
80705,TSGA10,21,Q9BZW7
81493,SYNC,2,Q9H7C4
81565,NDEL1,9,Q9GZM8
81930,KIF18A,24,Q8NI77
81931,ZNF93,1,P35789
83444,INO80B,2,Q9C086
83450,LRRC48,1,Q9H069
83480,PUS3,20,Q9BZE2
83550,GPR101,1,Q96P66
83744,ZNF484,1,Q5JVG2
83850,ESYT3,1,A0FGR9
83855,KLF16,2,Q9BXK1
83860,TAF3,2,Q5VWG9
83903,GSG2,2,Q8TF76
84069,PLEKHN1,2,Q494U1
84106,PRAM1,4,Q96QH2
84125,LRRIQ1,1,Q96JM4
84181,CHD6,28,Q8TD26
84215,ZNF541,6,Q9H0D2
84229,CCDC135,1,Q8IY82
84249,PSD2,2,Q9BQI7
84250,ANKRD32,4,Q9BQI6
84260,TCHP,1,Q9BT92
84273,NOA1,5,Q8NC60
84436,ZNF528,1,Q3MIS6
84445,LZTS2,1,Q9BRK4
84450,ZNF512,27,Q96ME7
84527,ZNF559,1,Q9BR84
84619,ZGPAT,1,Q8N5A5
84684,INSM2,1,Q96T92
84687,PPP1R9B,9,Q96SB3
84700,MYO18B,6,Q8IUG5
84726,PRRC2B,3,Q5JSZ5
84792,FAM220A,1,Q7Z4H9
84916,CIRH1A,16,Q969X6
85004,RERG,2,Q96A58
85366,MYLK2,2,Q9H1R3
85446,ZFHX2,9,Q9C0A1
85460,ZNF518B,3,Q9C0D4
90007,MIDN,19,Q504T8
90075,ZNF30,1,P17039
90317,ZNF616,1,Q08AN1
90333,ZNF468,1,Q5VIY5
90379,DCAF15,1,Q66K64
90381,C15orf42,1,Q7Z2Z1
90668,LRRC16B,5,Q8ND23
90865,IL33,20,O95760
91133,L3MBTL4,1,Q8NA19
91151,TIGD7,1,Q6NT04
91156,IGFN1,10,Q86VF2
91351,DDX60L,3,Q5H9U9
91404,SESTD1,25,Q86VW0
91694,LONRF1,1,Q17RB8
91752,ZNF804A,1,Q7Z570
91975,ZNF300,2,Q96RE9
92235,DUSP27,1,Q5VZP5
92293,TMEM132C,3,Q8N3T6
92610,TIFA,13,Q96CG3
93550,ZFAND4,13,Q86XD8
93594,WDR67,1,Q96DN5
93953,ACRC,1,Q96QF7
94039,ZNF101,1,Q8IZC7
113510,HELQ,1,Q8TDG4
