From	Entry
6433	Q12872
6433	Q8IV81
6474	O60902
6474	A6NLG4
6489	Q92185
6494	Q96FS4
6497	P12755
6531	Q01959
6574	Q8WUM9
6574	A7LNJ1
6596	Q14527
6596	A0A0C4DGA6
6596	A8K5B6
6596	Q05BZ6
6619	Q92966
6650	O75808
6658	P41225
6672	P23497
6672	Q6ZMK3
6720	P36956
6720	A8MTU8
6720	B3KR77
6744	P28290
6744	E7EUL7
6744	E9PHV5
6792	O76039
6924	Q14241
6942	Q9UGU0
6942	W5ZR30
7074	Q13009
7074	A0A2X0TW27
7095	Q99442
7095	D3DNQ1
7156	Q13472
7156	B4DSJ0
7188	O00463
7220	P48995
7249	P49815
7249	B3KWH7
7249	H3BMQ0
7249	Q5HYF7
7249	X5D7Q2
7265	Q99614
7272	P33981
7399	O75445
7468	O96028
7480	O00744
7481	O96014
7486	Q14191
7508	Q01831
7508	X5DRB1
7515	P18887
7515	B2RCY5
7515	Q59HH7
7549	Q9BSG1
7549	A0A087WYR5
7549	B4DR15
7549	Q68CY6
7569	P17025
7638	Q9UK13
7675	P58317
7692	P52736
7702	P52747
7709	Q13105
7709	Q53EM1
7750	Q9UBW7
7750	A0A024RDS3
7750	A8K126
7755	O95201
7755	I0J0A3
7764	O75362
7764	H0UI66
7773	Q9UIE0
7862	P55201
7862	A0A804HI52
7862	A0A804HKY8
8021	P35658
8021	B7ZAV2
8038	O43184
8038	A8K6G4
8038	Q5JRP2
8148	Q92804
8165	Q92667
8165	A0A140VK05
8165	B4DN86
8178	P55199
8178	U3KQ90
8241	P98175
8241	A0A0S2Z4W4
8241	A0A0S2Z4X1
8241	Q7Z3D7
8242	P41229
8242	A0A6M4C8G8
8315	Q7Z569
8315	Q59H81
8369	Q99525
8462	O14901
8462	B7ZAX4
8462	Q53QU8
8471	O14654
8602	P78316
8602	A8KA74
8630	O14756
8630	A0A024RB43
8633	O95185
8633	A8K385
8658	O95271
8660	Q9Y4H2
8660	Q9P084
8731	O43148
8731	A8K946
8737	Q13546
8737	A0A024QZU0
8798	Q9NR20
8798	B4E1A4
8798	D3JEN2
8805	O15164
8805	A0A024R784
8822	O60258
8822	A0A7U3JVY9
8852	Q5JQC9
8852	A0A384MQY7
8861	Q86U70
8861	A0A6E1WJ75
8863	P56645
8863	A0A087WV69
8863	A2I2N5
8886	Q9NVP1
8886	Q8N254
8888	O60318
9025	O76064
9085	Q9Y6F8
9120	O15403
9120	A0A024R8J3
9129	O43395
9134	O96020
9134	A0A024R9B0
9139	O43439
9150	Q9Y5B0
9150	A0A0A0MR03
9162	O75912
9162	A0A087WV00
9162	E7EWQ4
9162	E9PFX6
9162	Q59GE2
9170	Q9HBW0
9170	A0A024R7M9
9189	O96006
9189	A0A024RBU4
9201	O15075
9201	B7Z5K4
9201	Q5VZY9
9202	Q5VZL5
9203	Q14202
9203	A8K3Z7
9210	O95972
9221	Q14978
9221	B2RAU8
9221	Q96J17
9229	O14490
9229	A0A0A0MTP4
9229	A8MXQ8
9229	B7Z2J5
9229	Q6IS01
9231	Q8TDM6
9238	Q969Z0
9238	B3KM73
9238	B3KRS4
9238	B4DU42
9271	Q96J94
9271	A0A024RBS5
9282	O60244
9295	Q05519
9324	Q15651
9324	A0A087WZE9
9360	Q13427
9379	P58401
9379	Q9P2S2
9379	G5E9G7
9381	Q9HC10
9389	Q9Y267
9406	O95218
9420	O75881
9420	Q05C57
9425	Q9Y232
9509	O95450
9611	O75376
9611	A0A024RD47
9611	Q6PGR4
9640	Q92610
9644	Q5TCZ1
9644	B3KPL1
9656	Q14676
9656	A0A1U9XBC1
9656	A1Z5I9
9699	Q9UQ26
9705	O60284
9715	Q86XD5
9715	O94871
9719	Q86TH1
9734	Q9UKV0
9734	A0A7P0T8F4
9734	A0A7P0TAB5
9734	B7Z3P7
9738	O43303
9739	O15047
9745	O15090
9749	O75167
9752	Q9Y5H5
9754	Q92502
9758	Q14CM0
9765	Q7Z3T8
9771	Q92565
9771	A8MQ07
9771	Q5JPD2
9783	Q9UJD0
9790	Q14692
9823	Q7L311
9823	A0A024RCG7
9823	A8K5M7
9849	Q6AHZ1
9881	O15050
9881	A0A2R8YEM9
9889	O75132
9904	Q9Y4C8
9969	Q9UHV7
9969	A0A024QZ75
10102	P43897
10102	E5KS95
10250	Q8IYB3
10250	A0A0S2Z4W1
10250	B7Z7U0
10290	Q15772
10296	Q7L5Y9
10296	B3KRN7
10296	B4DJP8
10296	B4DQT1
10296	B4DVN3
10296	D6RIB6
10308	Q14586
10345	Q13061
10345	A0A590UJV0
10345	H9ME53
10345	Q8IVK2
10350	Q8IUA7
10388	Q9BX26
10395	Q96QB1
10395	A8K119
10412	O95478
10412	A0A0A0MQZ6
10412	Q5J7U2
10464	Q8WXW3
10566	O75969
10566	V9HWD4
10580	Q9BX66
10580	B4DTX5
10586	Q9Y586
10600	Q9Y5T5
10615	Q96R06
10665	Q5SRN2
10665	A0A1U9X7D1
10665	B4DXY0
10665	E9PLW3
10665	Q13647
10733	O00444
10743	Q7Z5J4
10744	Q9NZH5
10782	Q96GC6
10782	A0A0A0MR47
10793	Q14593
10806	Q86SQ7
10858	Q9Y6A2
10868	Q9Y2K6
10869	O94966
10903	A4FU01
10921	Q15287
10921	D3DU92
10921	H3BMS0
10926	Q9UBU7
10926	B4DXK0
10926	B7Z8C6
11000	Q5K4L6
11000	X6R3N0
11011	Q86UE8
11011	A0A804HJZ9
11011	A0A804HK10
11011	B4DUC2
11011	J3QLK5
11017	Q8WVK2
11017	A8K513
11083	Q9BTC0
11086	Q9UKF5
11086	A0A140VJD8
11096	Q9UNA0
11122	O14522
11122	A0A075B6H0
11138	O95759
11138	J3KQ40
11320	Q9UM21
22828	Q9UPN6
22828	A0A0A0MT33
22828	B7Z3A4
22828	B7Z876
22834	Q9Y2D9
22834	A8K9F2
22850	Q6IQ32
22850	A0A024R377
22909	Q9Y2M0
22950	Q9BWU0
22984	Q14690
22984	A0A3B3IUD7
22989	Q9Y2K3
22993	Q12766
22993	Q562E5
22998	Q9UPQ0
22998	B7Z2J4
22998	B7Z656
22998	D6RD46
22998	E9PDJ9
22998	G5EA03
23005	O60336
23008	Q6PID8
23025	Q9UPW8
23059	Q96AJ1
23059	J3KNW5
23063	Q7Z5K2
23063	A8K273
23063	B2RTX8
23064	Q7Z333
23081	Q9H3R0
23081	B0QZ60
23082	Q5VV67
23082	E7EVG6
23085	Q8IUD2
23085	G8JLD3
23085	X6RLX0
23090	Q2M1K9
23090	B3KNG7
23090	B7Z9C7
23090	F5H7S1
23091	Q5T200
23091	A0A7I2V4I5
23091	A0PJJ2
23091	B3KQG8
23137	Q8IY18
23139	Q6P0Q8
23139	A0A669KBJ4
23143	Q9Y2L9
23144	Q8IXZ2
23158	Q6ZT07
23161	Q9Y5W8
23161	A0A024R9Z9
23161	Q86XC4
23186	Q9UKL0
23213	Q8IWU6
23213	A0A024R809
23223	Q5JTH9
23223	B3KMR5
23237	Q7LC44
23240	A2VDJ0
23240	B3KU55
23241	Q86VP3
23241	Q8N7J0
23253	Q6UB98
23258	Q6IQ26
23258	A0A7P0Z4N9
23269	Q8IWI9
23272	Q9UK61
23286	Q8IX03
23288	Q6IPM2
23288	A0A024R853
23288	A0A087WX19
23288	A0A087WX45
23288	B3KRY4
23288	B4DDX4
23288	B4DXN1
23304	Q8IWV8
23304	B3KXG6
23309	O75182
23309	B7Z392
23309	M0QYC5
23312	Q8TDJ6
23312	A0A024R5V2
23331	Q96AY4
23336	O15061
23336	A0A075B7B1
23367	Q6PKG0
23395	Q15031
23424	Q8NHU6
23429	Q8N488
23481	O00541
23481	B2RDF2
23481	B3KTZ6
23481	B3KXD6
23500	Q86T65
23500	A0A0J9YYF7
23533	Q8WYR1
23533	J3KSW1
23533	L7RT34
23598	Q9HBE1
23598	A0A024R1F8
23598	A0A024R1H7
23598	A0A024R1M5
23619	Q9NZV7
23619	A0A024R4S8
23764	Q9ULX9
23774	O95696
23774	A0A024R4V5
23774	A0A024R4W4
23774	Q59G93
25780	Q8IV61
25888	Q8WTR7
25888	A0A024QZI1
25888	B4DY71
25888	F8WEC7
25914	Q86VV8
25925	Q96K83
25925	J3KTI4
25925	Q8IYZ2
25975	Q8IUX8
26032	O60279
26034	Q8WWN9
26037	O43166
26045	O43300
26053	Q8WXX7
26059	O15083
26084	Q96DR7
26084	A0A140VJU4
26084	B3KXG0
26115	Q9HCD6
26119	Q5SW96
26119	B3KR97
26154	Q86UK0
26154	B3KVV3
26155	Q9Y3T9
26271	Q9UKT4
26574	Q9NY61
26574	A0A7P0TAR0
27085	Q96DY7
27128	Q9UIA0
27128	B4E2V8
27145	Q7Z7B0
27146	Q9ULE4
27165	Q9UI32
27165	A0A087X004
27309	Q9Y3S2
27309	B4DFG9
27309	Q53EN0
27332	Q14966
27332	A8K583
29063	Q9H5U6
29072	Q9BYW2
29123	Q6UB99
29850	Q9NZQ8
29882	Q9UJX6
29889	Q13823
29889	Q5T0F3
29903	Q9BWC9
29940	Q9UL01
29940	A0A2R8YE23
29940	A0A2U3TZJ0
29940	B7Z1T3
29940	B7Z765
29951	Q6ZMN7
29951	B4DGD1
29980	Q9NYP3
49855	Q9BY12
50859	Q9BQ16
50859	A0A0A0MTJ2
50859	B4DI52
50939	Q9BZV3
50939	F1T0J3
50940	Q9HCR9
51062	Q8WXF7
51062	A0A0S2Z5A2
51062	A0A0S2Z5B0
51062	Q53F53
51111	Q4FZB7
51111	B7WNX0
51111	B7Z5N2
51205	Q9NPH0
51224	Q8IYF1
51230	Q9BVI0
51284	Q9NYK1
51284	B2R9N9
51304	Q9NYG2
51304	F8W6M3
51315	Q9NPI7
51315	A0A024R5P4
51332	Q9NRC6
51335	Q9NPE2
51428	Q9UJV9
51428	B3KRK2
51533	Q9BWX1
51533	A0A024R336
51533	A8K856
51585	O94913
51755	Q9NYV4
51773	Q96T23
51773	Q05DG0
51780	Q7LBC6
53349	Q9HBF4
53820	P57055
54206	Q9UJM3
54206	B3KTV8
54206	I6S2Y9
54413	Q9NZ94
54413	B7Z3P8
54413	Q4G160
54413	Q6MZK0
54413	X5D2P6
54413	X5D7L6
54413	X5DNV3
54434	Q8WYL5
54443	Q9NQW6
54443	A0A024RA49
54443	A8K5D9
54454	Q9ULI0
54454	B3KWS5
54482	Q9NUP7
54540	Q96PV7
54540	Q6IPW0
54567	Q9NR61
54596	Q5T7N2
54617	Q9ULG1
54617	A0A024R9R7
54677	Q9UKG9
54681	Q9NXG6
54762	Q8IYS0
54762	B3KUR5
54777	Q8IYW2
54805	Q9H8M5
54823	Q5T5J6
54823	B3KXU9
54840	Q7Z2E3
54856	Q3T8J9
54856	A4PB67
54856	A4PB68
54856	Q14BN2
54856	Q9H986
54877	Q9C0B9
54877	Q9BRD4
54880	Q6W2J9
54880	H7BZ37
54880	H7C231
54984	Q96BK5
55035	Q76FK4
55035	A6H8Z4
55036	Q4G0X9
55066	Q8NCN5
55066	A8MT40
55066	B4DZL5
55094	Q9BRR8
55105	Q9NW75
55112	Q8WVS4
55112	A0A140VK66
55128	Q6AZZ1
55131	Q9NW13
55131	A0A024R753
55133	Q8N5C6
55178	Q9HC36
55181	Q8ND04
55206	A3KN83
55208	Q6PH85
55274	Q8WUB8
55278	Q9H0R6
55297	Q7Z6B0
55297	A0A024RAW6
55297	Q05D28
55304	Q9NUV7
55329	Q8NEH6
55329	B3KQ70
55353	Q86VI4
55357	Q9BYX2
55357	A0A024R166
55515	Q96FT7
55520	Q9H777
55565	O75541
55565	A0A087WXX1
55565	A0A0C4DH12
55567	Q8TD57
55567	B4E1S1
55589	Q9NSY1
55613	Q96EF0
55627	Q9NXE4
55627	A0A7P0TB44
55628	Q9C0G0
55661	Q96GQ7
55661	B7Z6D5
55665	Q8TCY9
55665	A0A024RA74
55665	B2RAT5
55665	B7Z7T1
55669	Q8IWA4
55699	Q9NSE4
55701	Q8TER5
55713	Q9HCZ1
55713	A0A087X1P4
55713	A0A0B4J1Y0
55713	Q8N3P8
55721	Q4KMZ1
55786	Q09FC8
55786	B3KTG1
55790	Q8TDX6
55791	Q5T3J3
55814	A6H8Y1
55904	Q8IZD2
55975	Q8IXQ5
55975	A0A024RA10
55975	A8K364
56165	Q9BXT4
56165	A0A140VJW6
56165	H9KV63
56252	P49750
56252	F8VU51
56252	Q8NF45
56261	Q9NPB8
56311	Q92527
56311	A0A140VJE5
56478	Q9NRA8
56478	A0A024R1K0
56479	Q9NR82
56647	Q9P287
56776	Q9NZ56
56776	Q9HBL1
56850	Q4V328
56916	Q9H4L7
56927	Q9NPR9
56927	G5E9L6
56955	Q9NQ76
56955	A0A024RDD1
56955	Q8NC19
56965	Q2NL67
56965	A0A024R5Z4
56979	Q9NQV7
56980	Q9NQV6
57035	Q9BUV0
57035	A0A024RAD9
57092	Q8WW12
57117	Q96CB8
57117	A0A024RDK4
57158	Q9BR39
57158	Q86VZ3
57231	Q9Y5W7
57231	A0A804HJ91
57325	Q9H8E8
57338	Q8WXH2
57338	B4DIC1
57338	F8W9A3
57338	Q96HD8
57455	Q8N1G1
57473	Q96KM6
57478	Q70CQ4
57479	Q9ULL5
57512	Q5T848
57523	Q9P2P1
57545	Q9P2K1
57547	Q9P2J8
57553	Q7RTP6
57563	Q9P2G9
57563	B3KY78
57563	Q68DU9
57563	Q7Z330
57567	Q9P2F9
57568	Q9P2F8
57568	A0A6Q8PH54
57569	Q9P2F6
57570	Q32P41
57571	A5YM72
57578	Q9P2D8
57579	Q9P2D6
57579	D6RCC7
57584	Q5T5U3
57605	Q9BZ72
57605	Q9UF51
57606	Q9P270
57606	A0A024R9T6
57608	Q9P266
57616	Q63HK5
57623	Q9P243
57623	B7Z6H1
57623	E9PBN4
57623	F8W7M8
57623	Q4KMQ4
57623	Q6PJQ2
57634	Q96L91
57639	Q8IYE0
57639	Q96MS1
58491	Q9NQZ8
58517	P49756
59269	Q5T1R4
59343	Q9HC62
60468	Q9BYV9
60494	Q6ZN84
60528	Q9BQ52
60528	A0A0S2Z5M8
63892	Q6YHU6
64062	Q5T8P6
64062	A0A087X0H9
64084	Q9H4D0
64131	Q86Y38
64410	Q9H0H3
64425	Q9GZS1
64425	B4E005
64427	Q49AM3
64651	Q96S65
64651	A0A024R2U8
64718	Q9H9P5
64718	E9PDK2
64748	Q96GM1
64748	A0A024R7E2
64750	Q9HAU4
64750	Q96DE7
64786	Q8TC07
64786	A8K8E1
64800	Q5THR3
64848	Q9H6S0
64860	Q6P1M9
65009	Q9ULP0
65009	A0A024R6V8
65009	A0A0S2Z5L7
65009	A0A0S2Z5R7
65009	B7Z9X4
65057	Q96AP0
65057	A0A590TQL1
65110	Q9H1J1
65110	B3KUE7
65122	O60811
65125	Q9H4A3
65125	A5D8Z4
65125	F5GWT4
65244	Q86XZ4
65244	A0A024R101
65251	Q9BS31
65267	Q9BYP7
65268	Q9Y3S1
65268	E9PCD1
65977	Q9HB20
65988	Q9BV97
65988	A0A024QZG5
65988	B7ZAD9
79048	Q96T21
79048	B4DR97
79048	B4DZC7
79080	Q9H6F5
79088	Q9BUY5
79088	A0A024R7D7
79088	K7EME3
79088	K7ER43
79088	Q59EH4
79109	Q9BPZ7
79109	A0A024R863
79142	Q9BUL5
79149	Q9BUG6
79149	A0A024R4S6
79149	A0A0C4DGQ1
79155	Q8NFZ5
79155	D6RGJ2
79613	Q9C0B7
79613	B3KTB6
79628	Q8TF17
79628	A0A514TP98
79635	Q6ZUS5
79656	Q7L4P6
79656	A0A0S2Z5N0
79658	A1A4S6
79658	A0A2X0SFB3
79673	Q86UD4
79673	A0A024R4Q4
79677	Q96SB8
79677	A0A2S1ZR87
79710	Q8TE76
79710	B4DTP6
79747	Q8N7X0
79747	Q9H5S1
79750	Q9H6B1
79755	Q32MQ0
79776	Q86UP3
79776	E7EVZ1
79810	Q8WV60
79810	A0A024RAM6
79810	B3KPU6
79810	B7Z8R2
79810	F6S289
79813	Q9H9B1
79813	A0A1B0GV09
79871	Q8IXW5
79891	Q8TAW3
79891	B7Z1N1
79915	Q96QE3
79918	Q8TBK2
79998	Q8N9V6
80014	Q6AWC2
80021	Q0P6H9
80045	Q5UAW9
80114	Q9H694
80206	Q2V2M9
80705	Q9BZW7
80705	A0A218MIY9
81493	Q9H7C4
81565	Q9GZM8
81565	A6NIZ0
81930	Q8NI77
81931	P35789
81931	Q6NS90
83444	Q9C086
83450	Q9H069
83450	B3KSC6
83480	Q9BZE2
83480	A0A087WY59
83550	Q96P66
83744	Q5JVG2
83850	A0FGR9
83855	Q9BXK1
83860	Q5VWG9
83903	Q8TF76
83903	A0PJ70
84069	Q494U1
84106	Q96QH2
84125	Q96JM4
84125	A0A140VJN5
84181	Q8TD26
84215	Q9H0D2
84229	Q8IY82
84249	Q9BQI7
84250	Q9BQI6
84250	I6L9F1
84260	Q9BT92
84260	A0A024RBM9
84273	Q8NC60
84436	Q3MIS6
84445	Q9BRK4
84445	B4DP66
84450	Q96ME7
84450	B4DES6
84450	B7Z9P6
84527	Q9BR84
84527	A0A024R7B5
84527	A0A0A0MTS4
84527	A0A0A0MTT2
84527	B3KPL8
84527	B4DP29
84527	Q3LIC1
84619	Q8N5A5
84619	A0A0S2Z5X3
84684	Q96T92
84687	Q96SB3
84700	Q8IUG5
84726	Q5JSZ5
84726	Q9BU62
84792	Q7Z4H9
84916	Q969X6
85004	Q96A58
85004	A0A024RAT4
85366	Q9H1R3
85446	Q9C0A1
85446	A0A2P1H683
85446	B7ZM83
85446	B9EK48
85460	Q9C0D4
90007	Q504T8
90075	P17039
90317	Q08AN1
90333	Q5VIY5
90379	Q66K64
90381	Q7Z2Z1
90668	Q8ND23
90865	O95760
91133	Q8NA19
91133	F8W9S8
91151	Q6NT04
91156	Q86VF2
91351	Q5H9U9
91351	A0A804HKC9
91404	Q86VW0
91404	B3KTX3
91694	Q17RB8
91752	Q7Z570
91975	Q96RE9
92235	Q5VZP5
92293	Q8N3T6
92610	Q96CG3
93550	Q86XD8
93550	A0A024R7V9
93550	A8K8Q5
93550	J3KPC0
93550	Q86WR3
93594	Q96DN5
93594	E7ERK7
93953	Q96QF7
94039	Q8IZC7
113510	Q8TDG4
114780	Q7Z442
114788	Q7Z407
114792	Q96NJ5
114792	A0A087WYQ8
114792	Q6IQ08
114900	Q9BXJ3
114900	A0A3B0J0L9
114991	Q5T7W0
115701	Q86TB3
115703	O14559
115703	A1A5D2
116154	Q96KR7
116154	B7Z339
116931	Q86YW9
116931	B3KXY0
117177	Q96QF0
117532	Q8TDI7
120114	Q8TDW7
121006	A6NE01
121006	F5GYN0
122809	Q8WXH5
122809	Q5H9R6
123720	Q8TF30
124245	Q86VM9
124245	B4DTK7
124245	E7ERS3
125893	Q0VGE8
125893	A0A024R4J0
126017	Q6ZN06
126068	Q8N8Z8
127396	Q5T5D7
127396	B3KSP5
127733	Q96LJ8
128077	Q8IVB5
128077	B3KY58
128272	Q8IW93
128272	B4DN02
129446	A4UGR9
130507	Q6ZT12
131544	Q68DQ2
131873	A6NMZ7
131965	Q8TCB7
131965	B4DDX3
133690	Q8WWF8
133957	Q96BQ5
135656	Q3MIW9
135656	E9PEI6
137362	Q8NHS2
138474	Q8IZX4
139285	Q5JTC6
139411	Q96NR3
139411	X5DNX9
140691	Q86WT6
140691	H0YL66
142827	Q6P461
143689	Q7Z3Z4
143689	A0A140VKG8
144577	Q96MD2
145264	Q8IW75
145483	Q96MY7
145508	Q6ZU80
145508	Q86TS1
145773	Q8TBF8
146183	Q7RTW8
146183	Q05BM7
146664	Q3V5L5
146862	Q8IWX7
147660	Q96N58
147660	Q3MI94
147945	Q96MN2
147945	B2RCA1
148206	Q96N38
148206	A0A087WU35
149986	Q9BX40
150372	Q8NET5
150468	Q8IYA6
151126	Q569K4
151246	Q562F6
151246	B7Z7S9
151525	Q8N9V3
151525	B8ZZF2
151525	D3DPA6
151903	Q8WUD4
151903	J3KR35
152518	Q6ZNB6
152518	B1Q2B0
153443	Q8NEF9
153830	Q96MT1
153830	A8K9Y9
153830	Q8NDT8
154664	Q86UQ4
154664	A0A0A0MT16
157570	Q56NI9
158471	Q8WUY3
158471	A0A088AWP5
158471	B4DJW7
158471	B4DSQ3
158471	D6RTK6
158471	G8XWS8
158471	Q5JUB8
158584	Q6GMR7
158584	B2C6G4
159195	Q70EL1
159195	B7Z7X1
160418	Q6ZXV5
160418	A8K321
160622	Q7Z6J2
160777	Q8IWA6
160851	Q86XP1
160851	A8K0I1
160851	B4DYW1
161835	Q8NA03
161835	A0A024R9J2
162540	Q8IUH8
162655	Q8TB69
163051	Q8N972
163259	Q68D51
165186	Q6ZUX3
165186	B4DLF7
166815	Q4W5G0
166815	B3KNK0
166815	V9HWD1
167359	Q8IY84
170062	Q8NA70
170961	Q8TF21
171019	Q8TE59
171019	A0A1X7SBR9
196441	O60293
197320	Q96MU6
197320	A0A0A0MSW5
199223	Q8NDW8
200373	Q4G0U5
200959	A8MPY1
201255	Q96CN5
201625	Q6ZR08
202915	Q6ZMB5
203069	Q9Y3T6
203447	Q7Z2Y5
206338	Q6Q4G3
206338	Q0P5U8
219402	Q9H2K0
219654	Q8N2G6
219654	A0A024QZP0
220004	Q7Z5V6
220004	G3F4G3
220992	Q8NCK3
220992	A0A024R7T5
221035	Q6NUK4
221035	X5DP57
221035	X5DR89
221302	Q96AP4
221302	A0A0S2Z644
221981	Q9UPZ6
222546	Q8HWS3
253143	Q5THK1
253175	Q9Y6F8
253943	Q7Z739
253943	A0A024R7W5
253943	A0A087WY31
253943	B4DPX9
253943	Q658Z6
253943	Q8N3V9
253943	Q8NA80
254050	Q8N309
254225	Q8NCN4
255403	Q3SXZ3
255403	Q658L4
255738	Q8NBP7
256714	Q96T17
256714	A0A0K1JRJ6
256714	A0A0K1JS24
256714	A0A0M4F6E1
256714	A0A0M4FLI9
259266	Q8IZT6
259266	B3KWI2
282974	Q86UX6
282974	A0A140VJW0
282974	B7Z7J1
282974	H0Y349
282974	H0Y431
282996	Q5T481
283777	Q8N8A8
284001	Q2TAC2
284001	A0A590UJT6
284390	Q0D2J5
284434	Q149M9
284459	P10072
284459	F5H6A5
284459	K7EPW3
284459	Q7Z6E1
285267	Q8N2I2
285267	Q17RW3
285613	Q8NC24
285643	Q2VIQ3
285643	B4DYE2
285672	Q8N9Q2
286436	P0C1H6
286436	W0TYI6
326340	Q86SH2
326340	B9EG67
339291	A6NM36
339344	Q86VE0
339834	Q8IYA8
339834	B4DZP6
340267	Q2UY09
340371	Q9NSY0
340441	Q6S8J7
340554	Q5HYM0
341019	M0R2J8
341019	B6ZDN3
341567	Q75WM6
341567	A0A140VK96
342184	Q68DA7
342184	A0A5F9ZHS8
342184	H0YM30
342618	P0C7P3
342850	A6NC57
342945	P10073
343641	O95932
345757	Q8TBP5
346171	Q9NU63
346171	A0A1U9X8V5
346171	B7ZW61
348807	Q494V2
360023	Q5SVQ8
374393	Q6SJ93
374618	Q8N6V9
374618	A0A0S2Z669
374654	Q2M1P5
374879	Q32M78
375248	A6QL64
375287	Q6ZSC3
375316	Q6ZP01
375316	Q8N7S3
376132	Q5BKY1
387496	Q6T310
387597	Q71H61
388135	Q2T9L4
389840	Q6ZN16
390874	O60422
390980	Q5CZA5
401505	Q8N4H5
431704	Q2M5E4
440435	Q6PRD1
440435	A0A087X0K8
441250	Q6NUM6
442038	Q6IMI6
493860	Q6ZRK6
642658	Q7RTU7
643836	Q8NB50
653073	A6NMD2
731220	Q6ZV50
731220	A0A2R8Y560
731220	A0A2R8YED2
100129792	Q4G0S7
100129792	A0A024R043
100131980	A8MUZ8
100289635	Q86T29
2130	Q01844
3996	Q15334
4093	O15198
4093	A0A024RDR3
4281	O15344
4281	A0A024RBV4
4281	A0A087X255
4804	P08138
5063	O75914
5063	B2RCU6
6923	Q15370
6923	A0A384MDL3
7133	P20333
7341	P63165
7341	A0A024R3Z2
7425	O15240
9086	O14602
9086	A6NJH9
9212	Q96GD4
9491	Q92530
9491	A0A140VJT2
9491	B4DXW9
9491	Q5QPM7
9962	Q9UGH3
9962	A0A140VK48
10112	O95235
10913	Q9UNE0
22827	Q9UHX1
26088	Q9UJY5
30817	Q9UHX3
30817	A0JNV7
51095	Q96Q11
51095	A0A024R2H7
55107	Q5XXA6
55107	Q9NW72
55647	Q9NX57
58490	Q9NQG5
64220	Q9BX79
64220	B3KPB8
79868	Q9NP73
79868	A0A087WT15
79868	A0A087WX43
81846	Q86WG5
81846	A0A6Q8PH87
83897	Q9BYR7
85293	Q9BYR6
85407	Q969G9
89870	Q9C019
89870	Q5SRL0
92745	Q8WUX1
92745	A0A024QYY0
94015	Q9BSA4
94015	B4DKD1
94015	Q8N3U8
123879	Q8IWE4
146059	Q8IWY9
147111	Q6P988
147495	Q8J025
390	P61587
390	B2R838
858	P51636
858	Q53X57
1029	P42771
1029	Q8N726
1029	K7PML8
1209	O96005
1209	A0A0S2Z3H2
1287	P29400
1287	A7MBN3
1287	Q49AM6
5338	O14939
5362	O75051
5970	Q04206
5970	A0A087X0W8
7056	P07204
7068	P10828
7068	A0A024R2I8
7083	P04183
7083	A0A384MDV9
7083	K7ES52
8882	O75312
9049	O00170
9049	A0A804HJ38
9049	A0A804HKL7
9057	Q92536
9057	A0A024R719
9135	Q15276
9135	B4DMM4
9158	O43427
9512	O75439
9512	B3KM34
9512	Q96CP5
10200	Q99547
10200	H3BNT4
10647	O95969
11245	Q14439
28960	Q96C86
28960	A0A384MTI8
28964	Q9Y2X7
28964	Q59FC3
51465	Q9Y385
64399	Q96QV1
127845	Q6ZVE7
203074	Q6UWB4
221955	Q8NCG7
1113	P10645
1113	G5E968
1113	Q86T07
1621	P09172
2015	Q14246
2015	A8K2Y6
2015	A8K653
2652	P04001
2652	P0DN77
2652	P0DN78
2675	O00451
4217	Q99683
6123	Q92901
9478	Q9NZU7
22873	Q86YF9
22873	B3KSP1
25998	Q9P2D0
25998	B7ZLE0
25998	E7EPI0
51816	Q9NZK5
51816	A0A087X0I3
51816	B4E3Q4
54499	Q9UM00
54499	B7Z591
55558	P51805
79571	Q96CN9
79571	A4D0Z4
90139	Q96SJ8
90204	Q9BR11
136227	Q96A83
158763	Q6ZRI8
219428	Q8NGL9
253635	Q8N954
254786	Q9NZP0
254786	A0A126GW44
283571	Q3B8N5
283571	G3V3G0
653505	Q9Y536
728458	P04001
728458	P0DN77
728458	P0DN78
101060233	P04001
101060233	P0DN77
101060233	P0DN78
360	Q92482
360	A0A2R8Y2R4
366	O43315
366	H0YK62
409	P32121
409	K7ENA6
409	Q59EM5
409	Q68DZ5
547	Q12756
547	A0A3B3IT28
547	A0A3B3ITE5
547	A0A3B3IU40
550	Q9Y679
834	P29466
834	A8K249
834	A8K257
867	P22681
941	P33681
941	A0N0P2
942	P42081
942	A0A0X9R4E0
942	A8K632
968	P34810
1436	P07333
1593	Q02318
1612	P53355
1612	B4DHI4
1612	Q59H88
1629	P11182
1629	A0A7P0T9W1
1730	O60879
2213	P31994
3052	P53701
3052	A0A024RBY9
3092	O00291
3092	B4DK46
3290	P28845
3290	X5D2L1
3430	P80217
3563	P26951
3579	P25025
3579	Q53PC4
3658	P48200
3658	D3DW85
3662	Q15306
3663	Q13568
3663	A0A0G2USB5
3663	B7Z1M2
3663	C9JAU6
3681	Q13349
3681	Q59H14
3682	P38570
3717	O60674
3717	A8K910
3717	B4DYV1
3988	P38571
3988	A0A0A0MT32
4064	Q99467
4128	P21397
4128	Q49A63
4128	Q53YE7
4216	Q9Y6R4
4216	Q9P1M2
4321	P39900
4514	P00414
4514	A0A1X7RBF0
4514	Q7GIM7
4671	Q13075
4790	P19838
4928	P52948
5032	Q96G91
5096	P05166
5293	O00329
5293	A0A2K8FKV1
5321	P47712
5321	B4DZI4
5825	P28288
