ENTREZ GENE ID,Uniprot,GENE SYMBOL,OCCURRENCES
119180,Q7Z4W2,LYZL2,2
121129,Q8NGE2,OR2AP1,2
124044,Q8IUW3,SPATA2L,3
124535,Q4G112,HSF5,2
126299,Q96B54,ZNF428,1
126917,Q5TF58,IFFO2,6
127703,Q8TAB5,C1orf216,1
129049,Q2NKQ1,SGSM1,2
131405,Q2Q1W2,TRIM71,3
133060,Q7RTM1,OTOP1,3
133688,Q6NUS8,UGT3A1,1
136991,Q8WWH4,ASZ1,1
139804,Q8N7X1,RBMXL3,7
140467,Q9NW07,ZNF358,6
143279,Q5U5R9,HECTD2,1
146167,A6NNN8,SLC38A8,1
147166,Q309B1,TRIM16L,3
150275,Q8IWD4,CCDC117,1
150379,Q7Z6Z6,PNPLA5,1
152877,Q6NSI3,FAM53A,1
153745,Q8TC56,FAM71B,1
155061,Q6NUN9,ZNF746,7
158135,Q8NHH1,TTLL11,1
158293,Q5T036,FAM120AOS,7
165631,Q460N3,PARP15,1
166979,Q86Y33,CDC20B,1
168975,Q8NA66,CNBD1,1
170463,Q9BWG4,SSBP4,1
170825,Q9BZM3,GSX2,2
171017,Q8TF68,ZNF384,2
199834,Q5TA78,LCE4A,6
219931,Q8NHX9,TPCN2,2
221178,Q96N96,SPATA13,4
221937,P85037,FOXK1,1
222223,A8MWY0,KIAA1324L,6
222235,Q8NEE6,FBXL13,1
222256,Q6ZTQ4,CDHR3,1
254910,Q5TCM9,LCE5A,6
257160,Q8ND24,RNF214,2
259285,P59534,TAS2R39,1
283149,Q86UU0,BCL9L,8
283463,Q7Z5P9,MUC19,7
284273,Q8N4Q0,ZADH2,1
284293,A8MTL9,HMSD,3
285761,Q8N8Z6,DCBLD1,6
337974,Q3SYF9,KRTAP19-7,2
338321,Q7RTR0,NLRP9,2
343099,Q5T9S5,CCDC18,4
343472,Q9NY43,BARHL2,3
348487,Q96AQ9,FAM131C,1
374819,O60309,LRRC37A3,2
375033,Q5VY43,PEAR1,1
387264,Q6L8H4,KRTAP5-1,8
387266,Q6L8H2,KRTAP5-3,8
387267,Q6L8H1,KRTAP5-4,8
388015,A6NKG5,RTL1,1
388646,Q8N8V2,GBP7,1
389400,Q6UXV0,GFRAL,1
389421,Q6ZN17,LIN28B,1
391112,Q8NGX8,OR6Y1,1
392390,Q8NGR2,OR1L6,1
399664,Q86XN8,MEX3D,3
401498,Q68D42,TMEM215,2
403314,Q8WW27,APOBEC4,1
403341,Q8NCN2,ZBTB34,1
440021,Q701N4,KRTAP5-2,8
440050,Q6L8G8,KRTAP5-7,8
440051,Q6L8G4,KRTAP5-11,8
442186,O76001,OR2J3,1
606495,Q6IPT4,CYB5RL,3
644168,A6NNA5,DRGX,1
653509,Q8IWL2,SFTPA1,7
728116,Q8NAP8,ZBTB8B,3
728224,Q9BYQ9,KRTAP4-8,1
728294,Q8N465,D2HGDH,8
100131390,P0CG40,SP9,2
177,Q15109,AGER,1
329,Q13490,BIRC2,3
473,Q9P2R6,RERE,3
779,Q13698,CACNA1S,2
825,P20807,CAPN3,4
1003,P33151,CDH5,11
1286,P53420,COL4A4,5
1305,Q5TAT6,COL13A1,3
1326,P41279,MAP3K8,1
1553,Q16696,CYP2A13,1
1565,P10635,CYP2D6,4
1572,P24903,CYP2F1,1
1795,Q8IZD9,DOCK3,2
1995,Q14576,ELAVL3,1
2134,Q92935,EXTL1,5
2323,P49771,FLT3LG,1
2556,P34903,GABRA3,1
3156,P04035,HMGCR,1
3235,P28356,HOXD9,6
3566,P24394,IL4R,6
4091,O43541,SMAD6,1
4099,P20916,MAG,1
4150,P56270,MAZ,3
4584,Q02505,MUC3A,1
4683,O60934,NBN,1
5082,Q13371,PDCL,3
5139,Q14432,PDE3A,1
5142,Q07343,PDE4B,2
5435,P61218,POLR2F,3
5514,Q96QC0,PPP1R10,3
5863,O15211,RGL2,2
5990,P48378,RFX2,1
6302,Q12999,TSPAN31,2
6324,Q07699,SCN1B,1
6345,Q86TD4,SRL,1
6517,P14672,SLC2A4,4
6751,P30872,SSTR1,4
6839,O43463,SUV39H1,2
6945,Q9UH92,MLX,1
7016,Q15569,TESK1,1
7157,P04637,TP53,6
7352,P55916,UCP3,2
7776,Q9UL36,ZNF236,1
7789,P98168,ZXDA,1
7840,Q8TCU4,ALMS1,4
8092,Q15699,ALX1,2
8204,P48552,NRIP1,3
8328,Q5VTD9,GFI1B,1
8645,O95279,KCNK5,4
8763,Q04900,CD164,1
8871,O15056,SYNJ2,4
8913,O43497,CACNA1G,2
8927,Q9UPA5,BSN,5
9127,O15547,P2RX6,2
9242,O60682,MSC,2
9576,O75602,SPAG6,2
9665,Q9Y4F3,KIAA0430,5
9721,O60269,GPRIN2,2
10071,Q9UKN1,MUC12,1
10144,O94988,FAM13A,2
10150,Q5VZF2,MBNL2,2
10166,Q9Y619,SLC25A15,4
10297,O95996,APC2,4
10499,Q15596,NCOA2,6
10634,Q99501,GAS2L1,2
10922,Q14296,FASTK,3
11193,O75554,WBP4,1
22798,A4D0S4,LAMB4,10
22838,Q7L0R7,RNF44,1
22921,Q9Y3D2,MSRB2,1
23235,Q9H0K1,SIK2,1
23539,O95907,SLC16A8,1
23596,Q9H1Y3,OPN3,1
25821,Q9Y2Z2,MTO1,1
25907,Q8WZ71,TMEM158,3
26033,Q5VV63,ATRNL1,2
26108,Q9Y3Y4,PYGO1,1
26576,Q9UPE1,SRPK3,1
26610,Q96EB1,ELP4,2
27201,Q96P69,GPR78,1
27245,Q5TGY3,AHDC1,3
27255,Q9UQ52,CNTN6,2
29881,Q9UHC9,NPC1L1,3
29947,Q9UJW3,DNMT3L,2
43847,Q9P0G3,KLK14,2
51009,Q9GZP9,DERL2,2
51043,O15156,ZBTB7B,3
51176,Q9UJU2,LEF1,2
51239,Q53RE8,ANKRD39,1
51412,O94805,ACTL6B,4
51720,Q96RL1,UIMC1,1
54760,Q6UW60,PCSK4,3
54800,Q6TFL4,KLHL24,1
55512,Q9NY59,SMPD3,2
55607,Q9ULJ8,PPP1R9A,1
55689,Q9ULM3,YEATS2,6
55760,Q7L7V1,DHX32,3
56848,Q9NRA0,SPHK2,1
56901,Q9NRX3,NDUFA4L2,1
56937,Q969W9,PMEPA1,2
57104,Q96AD5,PNPLA2,2
57172,Q96NX5,CAMK1G,5
57520,Q9P2P5,HECW2,7
57582,Q5JUK3,KCNT1,8
57583,Q9P2C4,TMEM181,2
60560,Q5VZE5,NAA35,2
63950,Q96SC8,DMRTA2,7
64096,Q9GZZ7,GFRA4,1
64219,Q8NG27,PJA1,1
64393,Q9HA38,ZMAT3,3
64499,P20231,TPSB2,1
64839,Q9UF56,FBXL17,1
79042,Q9BSV6,TSEN34,1
79144,Q9H3Y8,PPDPF,1
79446,Q64LD2,WDR25,2
79634,Q0VDG4,SCRN3,2
79830,Q5SVZ6,ZMYM1,1
80731,Q9C0I4,THSD7B,1
81794,Q9H324,ADAMTS10,2
81796,Q9H2Y9,SLCO5A1,2
81851,Q07627,KRTAP1-1,2
83445,Q2KHT4,GSG1,4
83448,Q9H0K6,PUS7L,2
83733,Q9H1K4,SLC25A18,6
84283,Q9BSE2,TMEM79,2
84314,Q6UX40,TMEM107,3
84433,Q9BXL7,CARD11,2
84629,O15417,TNRC18,2
84867,P54829,PTPN5,1
84937,Q8ND25,ZNRF1,2
84966,Q96ID5,IGSF21,5
85442,Q76NI1,KNDC1,2
85443,Q9C098,DCLK3,1
89778,Q96P15,SERPINB11,1
89796,Q8NEY1,NAV1,7
89801,Q6ZSY5,PPP1R3F,2
89857,Q8WZ60,KLHL6,1
89884,Q969G2,LHX4,1
93166,Q9NQX0,PRDM6,1
94030,Q9NT99,LRRC4B,3
112398,Q96KS0,EGLN2,4
114088,Q9C026,TRIM9,3
114336,Q6NT52,CGB2,2
114785,Q96DN6,MBD6,3
114800,Q96PX6,CCDC85A,1
114815,Q8WY21,SORCS1,3
116039,Q8N2R0,OSR2,5
116071,Q8N1L9,BATF2,1
116448,Q8TAK6,OLIG1,2
120146,A6NGJ6,TRIM64,1
121274,Q96N77,ZNF641,2
124491,Q8WVE7,TMEM170A,1
124925,Q53EL9,SEZ6,1
126969,Q8N4M1,SLC44A3,1
128367,Q8NGY0,OR10X1,1
129025,P59817,ZNF280A,2
130535,Q6PI47,KCTD18,1
138046,Q86SE5,RALYL,9
138307,Q6JVE9,LCN8,4
140432,Q8IZP6,RNF113B,1
140901,Q8TDR2,STK35,2
142680,Q8N130,SLC34A3,3
147463,Q8N6D5,ANKRD29,1
148014,Q8N6N2,TTC9B,2
149628,Q6K0P9,PYHIN1,1
158835,Q6E213,AWAT2,2
160518,Q6ZUT9,DENND5B,1
168544,Q7Z7K2,ZNF467,1
171169,Q8TDM5,SPACA4,1
197342,A4GXA9,EME2,4
200162,Q6Q759,SPAG17,2
203054,Q3MIX3,ADCK5,3
222663,Q8IX30,SCUBE3,6
255877,Q8N143,BCL6B,1
256472,Q8N4L1,TMEM151A,3
259289,P59537,TAS2R43,1
266727,Q8NFP4,MDGA1,1
283130,Q8N413,SLC25A45,1
284098,Q7Z7B1,PIGW,1
284252,Q719H9,KCTD1,5
284403,O43379,WDR62,2
284612,Q5VXT5,SYPL2,2
339804,A8MZ97,C2orf74,7
342933,A6NJL1,ZSCAN5B,1
344148,O14513,NCKAP5,5
347730,Q86UE6,LRRTM1,1
353131,Q5T7P2,LCE1A,4
386677,P60331,KRTAP10-1,2
388228,Q52WX2,SBK1,1
388364,Q6UXZ0,TMIGD1,1
389058,Q6BEB4,SP5,2
440503,Q00G26,PLIN5,1
440804,A6NNM3,RIMBP3B,1
441234,A6NP11,ZNF716,4
442444,Q5HY64,FAM47C,1
646174,A8MZG2,C16orf90,1
729956,A6NL88,SHISA7,5
730249,A6NK06,IRG1,1
751071,A8MUP2,METTL12,1
768206,Q00LT1,PRCD,3
100113407,Q5T4T1,TMEM170B,1
100129842,O75373,ZNF737,2
100130311,Q6ZR85,C17orf107,1
100287226,A6NN14,ZNF729,2
859,P56539,CAV3,4
1007,Q9ULB4,CDH9,1
1008,Q9Y6N8,CDH10,1
1030,P42772,CDKN2B,2
1160,P17540,CKMT2,3
1993,Q12926,ELAVL2,4
2635,Q9H0R5,GBP3,1
3150,P05114,HMGN1,3
3730,P23352,KAL1,1
3887,Q14533,KRT81,10
4781,O00712,NFIB,1
5138,O00408,PDE2A,3
5664,P49810,PSEN2,4
5753,Q13882,PTK6,2
6725,Q9H3Y6,SRMS,4
6733,P78362,SRPK2,5
6907,O60907,TBL1X,1
6919,Q15560,TCEA2,1
7036,Q9UP52,TFR2,5
7072,P31483,TIA1,2
7125,P02585,TNNC2,5
7216,Q12816,TRO,3
8926,Q9Y675,SNURF,4
9056,Q9UM01,SLC7A7,4
9080,O95484,CLDN9,2
9241,Q13253,NOG,2
10319,Q9Y6N6,LAMC3,6
10656,O75525,KHDRBS3,4
10885,Q9UNX4,WDR3,1
10914,P51003,PAPOLA,1
11137,Q13610,PWP1,2
22897,Q9UPV0,CEP164,10
22985,Q9UKV3,ACIN1,4
23031,O60307,MAST3,5
23390,Q8IUH5,ZDHHC17,1
23519,O95626,ANP32D,2
23520,O43423,ANP32C,5
25820,Q9Y4X5,ARIH1,4
25896,Q9NVH2,INTS7,1
27175,Q9NRH3,TUBG2,4
29915,Q9Y5Z7,HCFC2,4
50640,Q9NP80,PNPLA8,7
50810,Q9Y3E1,HDGFRP3,1
51619,Q9Y2X8,UBE2D4,4
54751,Q8WUP2,FBLIM1,2
55095,Q5PRF9,SAMD4B,3
55132,Q659C4,LARP1B,2
55147,Q86U06,RBM23,5
55188,Q9NVN3,RIC8B,3
55679,Q7Z4I7,LIMS2,3
56134,Q9Y5I4,PCDHAC2,3
56341,Q9NR22,PRMT8,5
57060,P57723,PCBP4,4
57644,A7E2Y1,MYH7B,9
64579,Q9H3R1,NDST4,1
64895,Q9BWT3,PAPOLG,1
65123,Q68E01,INTS3,8
84163,Q86UP8,GTF2IRD2,5
84779,Q9BSU3,NAA11,3
91227,Q14390,GGTLC2,6
91734,Q9BXS1,IDI2,2
125113,Q8N1A0,KRT222,4
127262,Q5T0D9,TPRG1L,3
135295,Q8WXF0,SRSF12,3
140886,Q96DU9,PABPC5,6
147912,Q8N196,SIX5,5
151835,Q8IYJ1,CPNE9,6
202559,Q5VWX1,KHDRBS2,4
253314,A6NMX2,EIF4E1B,4
346288,Q6ZU15,SEPT14,4
375449,O15021,MAST4,6
388677,P0DPK4,NOTCH2NL,4
388677,Q7Z3S9,NOTCH2NL,4
389524,Q6EKJ0,GTF2IRD2B,4
400966,P0DJD0,RGPD1,3
404037,Q86UW8,HAPLN4,1
494115,Q96E39,RBMXL1,3
642636,Q9H4I0,RAD21L1,3
644591,P0DN37,PPIAL4G,10
645027,A8MZ36,EVPLL,2
653464,P0DJJ0,SRGAP2C,6
727851,O14715,RGPD8,4
729857,P0DJD1,RGPD2,4
100037417,A6NHG4,DDTL,4
330,Q13489,BIRC3,1
2921,P19876,CXCL3,1
7038,P01266,TG,4
745,Q9Y2G1,C11orf9,1
3645,P14616,INSRR,1
8323,O60353,FZD6,1
51374,Q6UW56,C2orf28,1
84557,Q9H492,MAP1LC3A,8
643246,A6NCE7,MAP1LC3B2,7
1810,Q01658,DR1,1
10190,O14530,TXNDC9,1
24140,Q9UET6,FTSJ1,1
26001,Q9H6Y7,RNF167,2
27067,Q9NUL3,STAU2,5
27303,Q6XE24,RBMS3,1
54870,Q2TAL8,QRICH1,1
65061,Q96Q40,CDK15,2
83759,Q9BQ04,RBM4B,1
84991,Q96I25,RBM17,2
91746,Q96MU7,YTHDC1,1
115426,Q96PU4,UHRF2,2
200316,Q8IUX4,APOBEC3F,4
1040,Q92903,CDS1,2
2800,Q92805,GOLGA1,1
4009,Q8TE12,LMX1A,1
4303,P98177,FOXO4,1
6508,P48751,SLC4A3,3
7182,P49116,NR2C2,3
7551,P17036,ZNF3,2
7559,P17014,ZNF12,2
7918,O95872,GPANK1,2
9338,Q15170,TCEAL1,1
9750,Q9Y4F9,FAM65B,3
9776,O75143,ATG13,1
10069,P57060,RWDD2B,1
10677,O75366,AVIL,1
10775,O95707,POP4,1
22953,Q9UBL9,P2RX2,3
23026,Q9Y6X6,MYO16,6
23127,Q8IYK4,GLT25D2,1
26074,Q8NHU2,C20orf26,3
27178,Q9NZH6,IL37,1
27341,Q9Y3A4,RRP7A,3
51559,Q86UY8,NT5DC3,1
54522,Q6P6B7,ANKRD16,1
54806,Q8N157,AHI1,2
57332,Q9HC52,CBX8,6
64768,Q9H8X2,IPPK,3
79685,Q9HAJ7,SAP30L,2
79955,Q9H5P4,PDZD7,2
80055,Q75T13,PGAP1,2
83394,Q9BZ71,PITPNM3,2
84624,Q4ZHG4,FNDC1,7
84678,Q8NHM5,KDM2B,6
85478,Q8IXS2,CCDC65,2
118430,Q96DR8,MUCL1,2
124739,Q70EL4,USP43,4
124930,Q86YJ7,ANKRD13B,2
129684,Q8WYK1,CNTNAP5,1
130576,Q8NI32,LYPD6B,1
132671,Q8TC71,SPATA18,1
136332,Q96M69,LRGUK,3
145173,Q6Y288,B3GALTL,2
150472,Q8IUF1,CBWD2,3
159989,Q05D60,CCDC67,1
168400,Q86TM3,DDX53,1
256471,Q8NHS3,MFSD8,2
338324,Q86SG5,S100A7A,2
391123,P0DPA2,VSIG8,1
391211,Q5TZ20,OR2G6,4
646625,A6NGE7,PRHOXNB,1
776,Q01668,CACNA1D,6
2140,Q99504,EYA3,2
2846,Q99677,LPAR4,1
3000,Q02846,GUCY2D,2
3547,Q8N6C5,IGSF1,4
3706,P23677,ITPKA,2
3787,Q96KK3,KCNS1,2
4058,P29376,LTK,2
5672,Q00888,PSG4,1
5923,Q13972,RASGRF1,1
8525,Q13574,DGKZ,3
9172,P54296,MYOM2,1
9468,Q9Y5K3,PCYT1B,4
9841,O43167,ZBTB24,1
9874,Q9UKI8,TLK1,2
10270,O43823,AKAP8,1
10367,Q9BPX6,MICU1,1
10474,O75528,TADA3,4
10578,P22749,GNLY,2
23518,Q15032,R3HDM1,1
23550,Q8NDX1,PSD4,2
25962,Q69YN4,KIAA1429,2
27063,Q15327,ANKRD1,1
27094,Q9NPA1,KCNMB3,1
51148,Q5T4B2,CERCAM,1
55259,Q6TDU7,CASC1,2
56905,Q6ZRI6,C15orf39,2
64320,Q96BH1,RNF25,1
64397,Q9H2Y7,ZFP106,1
79258,Q495T6,MMEL1,1
79759,Q96K58,ZNF668,1
79798,Q96C12,ARMC5,5
80704,Q9BZV2,SLC19A3,1
81472,Q8N628,OR2C3,1
83591,Q9H0W7,THAP2,1
84926,Q8NCJ5,SPRYD3,1
85406,Q6Y2X3,DNAJC14,1
89876,Q7Z4T9,C3orf15,1
117608,Q96LW1,ZNF354B,1
130026,Q8NDH6,ICA1L,2
140680,Q9NUD7,C20orf96,1
140803,Q9BX84,TRPM6,2
146853,Q8WW18,C17orf50,1
148741,Q8N283,ANKRD35,1
150223,A8MPS7,YDJC,1
158399,Q8TF39,ZNF483,1
160857,Q5T0U0,CCDC122,1
167691,Q86VQ0,LCA5,1
200350,Q9NU39,FOXD4L1,1
220136,Q96M91,CCDC11,1
246184,Q8NHZ8,CDC26,1
283518,Q8N5I3,KCNRG,2
344191,Q03828,EVX2,6
388962,Q53S33,BOLA3,1
399671,Q86WZ0,HEATR4,1
441376,Q4LEZ3,AARD,1
728118,Q8IVF1,FAM22A,2
460,O14525,ASTN1,3
575,O14514,BAI1,1
604,P41182,BCL6,1
666,Q9UMX3,BOK,1
782,Q02641,CACNB1,1
1103,P28329,CHAT,4
1850,Q13202,DUSP8,2
2487,Q92765,FRZB,3
2565,Q8N1C3,GABRG1,1
2620,O43903,GAS2,1
2690,P10912,GHR,1
2797,O43555,GNRH2,1
2867,O15552,FFAR2,1
2972,Q92994,BRF1,1
3097,P31629,HIVEP2,3
3600,P40933,IL15,1
4493,P04732,MT1E,2
4674,Q9ULW6,NAP1L2,2
4803,P01138,NGF,1
4931,O15381,NVL,1
5251,P78562,PHEX,1
5446,Q15166,PON3,2
6262,Q92736,RYR2,7
6473,O15266,SHOX,1
6554,Q14973,SLC10A1,1
6621,Q5SXM2,SNAPC4,2
6664,P35716,SOX11,2
6790,O14965,AURKA,5
6795,Q9UQB9,AURKC,1
7022,Q92754,TFAP2C,1
7071,Q13118,KLF10,1
7137,P19429,TNNI3,2
7274,P49638,TTPA,2
7286,Q9NNX1,TUFT1,1
7293,P43489,TNFRSF4,1
7368,Q16880,UGT8,1
7461,Q9UDT6,CLIP2,8
7499,P55808,XG,1
7805,Q13571,LAPTM5,3
8019,Q15059,BRD3,2
8515,O75578,ITGA10,3
8603,P78312,FAM193A,1
8643,Q9Y6C5,PTCH2,2
8784,Q9Y5U5,TNFRSF18,1
9232,O95997,PTTG1,1
9235,P24001,IL32,1
9350,O95813,CER1,1
9394,O60243,HS6ST1,1
9627,Q9Y6H5,SNCAIP,4
9628,P49758,RGS6,1
9695,Q92611,EDEM1,1
9700,Q14674,ESPL1,3
9829,O75061,DNAJC6,1
9883,Q96HA1,POM121,2
10180,P78332,RBM6,5
10194,Q6ZSZ6,TSHZ1,1
10293,Q9BWF2,TRAIP,1
10307,O95704,APBB3,2
10513,Q92624,APPBP2,1
10633,Q92737,RASL10A,1
10880,Q9Y614,ACTL7B,1
11211,Q9ULW2,FZD10,2
22888,O94941,UBOX5,2
23014,O94952,FBXO21,1
23211,Q9UPT8,ZC3H4,1
23414,Q8WW38,ZFPM2,1
23469,Q92576,PHF3,1
23613,Q9ULU4,ZMYND8,3
26273,Q9UK99,FBXO3,1
27042,Q68CQ4,DIEXF,1
27253,O14917,PCDH17,1
27327,Q8NDV7,TNRC6A,3
28316,Q9HBT6,CDH20,2
29851,Q9Y6W8,ICOS,1
29909,O14626,GPR171,1
29922,Q9Y5B8,NME7,1
29954,Q9UKY4,POMT2,1
29964,Q2TBC4,PRICKLE4,1
30820,Q9NZI2,KCNIP1,1
51126,P61599,NAA20,6
51285,Q9NYN1,RASL12,1
54221,Q9NY99,SNTG2,1
54532,Q70EK8,USP53,3
54537,Q86V20,FAM35A,2
54552,Q9NVN8,GNL3L,1
54738,Q99581,FEV,2
54790,Q6N021,TET2,2
54868,Q8NE00,TMEM104,1
55093,Q96HA8,WDYHV1,2
55148,Q8N806,UBR7,1
55211,Q7L190,DPPA4,1
55799,Q8IZS8,CACNA2D3,1
56852,Q9NS91,RAD18,2
56896,Q9BPU6,DPYSL5,1
56920,Q9NS98,SEMA3G,2
57182,Q9ULJ7,ANKRD50,3
57221,Q5TH69,KIAA1244,4
57495,Q9ULI1,KIAA1239,1
57677,Q9HCL3,ZFP14,1
65117,Q7L4I2,RSRC2,1
65243,Q9UJL9,ZNF643,1
79132,Q96C10,DHX58,1
79310,Q8NGV7,OR5H2,2
79698,Q9H898,ZMAT4,1
79713,Q9H665,IGFLR1,1
79781,Q86XH1,IQCA1,1
80017,Q7Z3D6,C14orf159,2
80129,Q8IYT3,CCDC170,1
80169,Q2NKJ3,CTC1,1
80726,Q9H0B3,KIAA1683,4
81602,Q9BWV3,CDADC1,1
81614,Q8N8Q9,NIPA2,1
81626,Q9BZQ2,SHCBP1L,1
83478,Q8N264,ARHGAP24,2
83538,Q96NG3,TTC25,1
84000,Q9BYE2,TMPRSS13,1
84058,Q9H977,WDR54,1
84076,Q9H0I9,TKTL2,2
84167,Q9H6X5,C19orf44,1
84210,Q5TYW2,ANKRD20A1,3
84282,Q8IUD6,RNF135,1
84662,Q9BZE0,GLIS2,1
84930,Q96GX5,MASTL,2
84941,Q96JZ2,HSH2D,4
85012,Q969E4,TCEAL3,1
85379,Q9BY89,KIAA1671,5
85417,Q8WWL7,CCNB3,2
90624,Q5U5X0,LYRM7,1
92241,Q6JBY9,RCSD1,2
114327,Q5JVL4,EFHC1,1
115362,Q96PP8,GBP5,1
120227,Q6VVX0,CYP2R1,2
121551,A6QL63,BTBD11,5
123624,Q96MI9,AGBL1,2
125336,Q8IVV2,LOXHD1,2
127665,Q5T619,ZNF648,1
131149,A6NHN0,OTOL1,2
136895,Q8N865,C7orf31,1
139596,Q96BW1,UPRT,1
140597,Q9H3H9,TCEAL2,1
140688,Q96MY1,C20orf112,1
144406,Q8TBY9,WDR66,2
146395,Q6UXU4,GSG1L,1
147011,Q8NCQ7,PROCA1,1
152789,Q96N16,JAKMIP1,1
155054,Q6IV72,ZNF425,1
158880,Q70EK9,USP51,2
161502,Q6P656,C15orf26,1
162963,Q8N9Z0,ZNF610,1
167838,Q8N3L3,TXLNB,1
168090,Q5T5N4,C6orf118,1
168537,Q8NHV1,GIMAP7,1
199990,Q6NZ36,C1orf86,1
200942,Q8IXV7,KLHDC8B,1
204801,P59045,NLRP11,1
221143,Q8WVE0,N6AMT2,2
222698,Q5M9Q1,NKAPL,1
253959,Q6GYQ0,RALGAPA1,1
256006,Q8N7Z5,ANKRD31,2
256309,Q8TBZ0,CCDC110,2
282616,Q8IZJ0,IL28A,1
283373,Q8NB46,ANKRD52,2
283417,Q6NUT2,DPY19L2,1
317705,Q7Z5H4,VN1R5,1
344558,Q8TEJ3,SH3RF3,3
374286,O95170,CDRT1,2
389208,Q6ZWK6,TMPRSS11F,1
400668,Q6UWY2,PRSS57,1
729475,Q09MP3,RAD51AP2,1
773,O00555,CACNA1A,7
1259,P29973,CNGA1,2
2965,P32780,GTF2H1,2
4297,Q03164,MLL,2
6617,Q16533,SNAPC1,1
8284,Q9BY66,KDM5D,2
23281,Q5JR59,MTUS2,4
114799,Q5FWF5,ESCO1,4
482,P14415,ATP1B2,1
4953,P11926,ODC1,1
10392,Q9Y239,NOD1,4
29775,Q9BWT7,CARD10,1
55787,Q9NUQ3,TXLNG,1
79007,Q9H9R9,DBNDD1,1
79602,Q86V24,ADIPOR2,1
79609,Q9H867,METTL21D,1
81050,Q9NZP5,OR5AC2,1
163486,Q6P3S1,DENND1B,2
285600,Q8IV33,KIAA0825,1
390616,P0C6C1,ANKRD34C,1
4077,Q14596,NBR1,3
6867,O75410,TACC1,2
84717,Q7Z4V5,HDGFRP2,1
150483,Q8WW24,TEKT4,1
387119,Q5SZL2,CEP85L,1
388341,Q8NAA5,FAM211A,4
401024,Q5CZC0,FSIP2,2
440563,B2RXH8,LOC440563,10
647087,E0CX11,C7orf73,1
100532731,P35226,COMMD3-BMI1,1
1837,Q9Y4J8,DTNA,2
26018,Q96JA1,LRIG1,4
57575,Q9P2E7,PCDH10,2
632,P02818,BGLAP,2
1146,P07510,CHRNG,2
1544,P05177,CYP1A2,3
1826,O60469,DSCAM,5
2742,P23416,GLRA2,2
2895,O43424,GRID2,2
3280,Q14469,HES1,2
3356,P28223,HTR2A,2
3549,Q14623,IHH,2
3550,Q13123,IK,4
3720,Q92833,JARID2,2
3751,Q9NZV8,KCND2,3
4242,O00587,MFNG,2
5100,O95206,PCDH8,3
6167,P61927,RPL37,11
7124,P01375,TNF,3
7224,Q9UL62,TRPC5,3
7561,P17017,ZNF14,2
7625,Q16587,ZNF74,5
7691,P52740,ZNF132,3
7762,Q9UL58,ZNF215,2
8220,Q96DF8,DGCR14,2
9369,Q9HDB5,NRXN3,3
9369,Q9Y4C0,NRXN3,3
9552,O75391,SPAG7,2
9581,Q4J6C6,PREPL,3
9826,O15085,ARHGEF11,2
9994,Q9UKL3,CASP8AP2,3
10300,Q9BVA0,KATNB1,2
10610,Q9UJ37,ST6GALNAC2,2
10691,Q9Y692,GMEB1,2
11116,O95684,FGFR1OP,2
23033,Q5JWR5,DOPEY1,2
23322,Q68CZ1,RPGRIP1L,5
23523,Q9Y6J0,CABIN1,2
25850,Q14585,ZNF345,4
26280,Q9NP60,IL1RAPL2,2
51322,Q9BTA9,WAC,2
51348,Q9NZS2,KLRF1,2
51530,Q86WB0,ZC3HC1,2
51759,Q9NZ63,C9orf78,2
53904,Q8NEV4,MYO3A,3
54103,A4D1B5,PION,2
54432,Q9Y548,YIPF1,2
54535,Q8TD31,CCHCR1,2
54883,Q9NXE8,CWC25,2
54963,Q9NWZ5,UCKL1,2
54970,Q9H892,TTC12,2
55102,Q96BY7,ATG2B,3
55205,Q9HCE3,ZNF532,2
55355,Q8NCD3,HJURP,3
55578,Q8NEM7,FAM48A,3
55734,Q9NTW7,ZFP64,2
56163,Q9BXT8,RNF17,6
56999,Q9P2N4,ADAMTS9,2
57057,Q9UMR3,TBX20,3
57082,Q8NG31,CASC5,4
57591,Q969V6,MKL1,2
57818,Q9NQR9,G6PC2,2
59084,Q9UJA9,ENPP5,2
64858,Q9H816,DCLRE1B,2
64983,Q9BYC8,MRPL32,2
79544,Q8NGD4,OR4K1,2
79596,Q5W0B1,RNF219,2
79629,Q9H607,OCEL1,2
79728,Q86YC2,PALB2,3
79834,Q9H792,PEAK1,3
81501,Q9H295,DCSTAMP,2
84206,Q6ZN04,MEX3B,3
84334,Q96IL0,APOPT1,2
85378,Q96RT7,TUBGCP6,2
92196,A0PJW8,DAPL1,2
93134,Q8N587,ZNF561,2
94233,Q9UHM6,OPN4,2
114112,Q86VQ6,TXNRD3,2
114827,B1AJZ9,FHAD1,7
114960,Q96PP4,TSGA13,3
116449,Q7Z7G1,CLNK,2
124602,Q2TAC6,KIF19,2
125061,Q63HM1,AFMID,2
126147,Q8WTR8,NTN5,2
126549,Q8NAG6,ANKLE1,2
132203,A6NMZ2,SNTN,2
140686,Q8IUB2,WFDC3,3
142891,Q96LT4,SAMD8,2
143630,Q8IYU4,UBQLNL,3
149297,Q5VT40,FAM78B,2
150709,Q7Z5J8,ANKAR,2
155185,Q400G9,AMZ1,2
169355,Q6ZQW0,IDO2,2
246175,Q96LI5,CNOT6L,2
257019,A2A2Y4,FRMD3,2
285852,Q6UXN2,TREML4,2
